onset_time,pitch,velocity,voice_id
0.02843674107751064,63,605,2
0.03710196552796498,60,594,2
0.04514425500644377,51,379,1
0.05229011929885401,80,684,3
0.05865851124710739,41,475,0
0.0833092724038347,60,645,1
0.12336778128424518,77,586,3
0.13912180515627431,59,555,1
0.1505872602278215,60,735,1
0.2994049908784828,66,309,2
0.3592407017637953,80,700,3
0.36107015180906105,64,294,2
0.41566402299271105,87,475,3
0.43492369011179755,47,788,0
0.458615691676203,63,727,2
0.49608117283933073,60,220,1
0.5969553001847284,55,549,1
0.5995169018049787,40,580,0
0.6131095571930529,83,517,3
0.6425300654281787,54,698,1
0.7057559943165036,57,559,1
0.7136347210269729,47,344,0
0.7348378298347662,48,309,0
0.7560373663240918,43,407,0
0.7798514445968324,58,697,1
0.8891254567423543,66,534,2
0.8945736533744314,59,727,1
0.8977359139122453,67,638,2
0.9668705219036847,79,248,3
0.9851996848801113,59,458,1
1.0149210704601694,51,600,0
1.028364406660339,61,774,2
1.0379887689216047,68,760,2
1.0888790551577547,77,461,3
1.096833043471255,66,749,2
1.1298063396635776,45,224,0
1.2580480694382459,80,280,3
1.2837125973766514,45,301,0
1.2863125108765439,44,253,0
1.299969315694817,65,390,1
1.3004199021115235,72,441,2
1.3714485501464635,72,651,2
1.3858558798099159,63,561,1
1.4624549295740876,70,614,3
1.6955281788388747,76,262,3
1.7242571952713328,45,272,0
1.7583550521619424,80,287,3
1.7649330692360279,79,480,3
1.829177774504385,83,264,3
1.9475608881906672,42,418,0
1.9691915764607844,82,696,3
1.9773968413467855,46,502,0
1.9918887879799452,56,735,1
2.0024817149404934,47,679,0
2.0440008600637563,80,575,3
2.073152358977085,44,724,0
2.10543023264158,74,457,2
2.1661433378346917,48,752,0
2.207785838336293,68,638,2
2.2167703027268395,77,431,3
2.23022192714598,65,578,1
2.236835471182234,47,683,0
2.256207462198124,66,699,2
2.2594517626259094,53,555,1
2.27196820638342,76,765,3
2.2798633452514765,46,648,0
2.287282974073583,68,524,2
2.3412309814361305,66,427,2
2.3978628548455494,84,626,3
2.3981597044889513,45,422,0
2.39948906084785,71,749,2
2.4083876241306803,69,490,2
2.4236517019447112,80,267,3
2.460128459580169,55,421,0
2.4660576008770203,65,508,2
2.517163111857775,46,477,0
2.5440658779353305,70,395,2
2.592926695199516,53,507,1
2.593279947840247,50,737,0
2.5966236123500006,74,583,3
2.608390792638259,60,262,1
2.6952471914566467,83,404,3
2.7044148126669456,60,223,2
2.723776814774579,80,214,3
2.766925031274169,78,618,3
2.785521949219111,43,507,0
2.8209819893895998,56,591,1
2.838069371213859,73,407,2
2.880862191722987,50,770,1
2.903617576364338,47,468,0
2.939518109245094,82,784,3
2.9922727496396924,64,602,2
2.993322606353707,72,359,2
3.0158056665280584,41,361,0
3.0217511477476093,48,426,0
3.021885783925879,81,785,3
3.0240070199324998,65,794,2
3.0523090791731344,84,277,3
3.138667775328811,45,271,0
3.1438026627533913,63,503,1
3.1594789901164044,67,595,2
3.1620379318259877,43,734,0
3.1704459231859006,53,673,0
3.2421824787926576,66,612,2
3.242848434090842,69,333,2
3.396975527647845,59,580,1
3.4468693710272675,63,384,2
3.4797465242388106,84,590,3
3.5421568973742668,50,499,0
3.6019146099425257,57,417,1
3.6321152121502522,60,296,2
3.636709631861278,76,417,3
3.7314903222955316,72,302,2
3.740087201042585,73,738,2
3.797013696638058,56,483,1
3.852984096487125,50,317,1
3.917459717079913,51,324,1
3.9219169080313327,65,250,2
3.941282845000745,60,509,1
3.9634856901819133,47,552,0
4.030421598132593,78,695,3
4.031464628605297,64,209,2
4.089693238872929,56,681,1
4.100053211171308,77,233,3
4.142793292149567,54,543,1
4.170027136783523,44,647,0
4.18062173114435,87,456,3
4.215438119279618,43,370,0
4.221849208858457,66,597,2
4.228285283654931,46,417,0
